'src_bytes',service','dst_bytes','flag','diff_srv_rate','same_srv_rate','dst_host_srv_count','dst_host_same_srv_rate',,,,'src_bytes','service',dst_bytes','flag','diff_srv_rate','same_srv_rate','dst_host_srv_count','dst_host_same_srv_rate'
162,ftp,597,SF,0,1,106,0.42,,,,,,,,,,,
0,telnet,44,SF,0,1,248,0.97,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
415,http,9351,SF,0,1,255,1,,,,,,,,,,,
123,telnet,174,SF,0,1,125,0.49,,,,,,,,,,,
0,vmnet,0,REJ,0.06,0.08,19,0.07,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,3,0.01,,,,,,,,,,,
0,telnet,15,SF,0,1,90,0.35,,,,,,,,,,,
0,other,0,REJ,0,1,28,0.11,,,,,,,,,,,
0,telnet,15,SF,0,1,89,0.35,,,,,,,,,,,
222,http,600,SF,0,1,232,1,,,,,,,,,,,
222,http,392,SF,0,1,255,1,,,,,,,,,,,
206,http,6805,SF,0,1,97,1,,,,,,,,,,,
105,private,147,SF,0,1,121,1,,,,,,,,,,,
289,http,14986,SF,0,1,161,1,,,,,,,,,,,
0,private,0,RSTR,0,1,1,0,,,,,,,,,,,
326,http,426,SF,0,1,255,1,,,,,,,,,,,
233,http,6363,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.13,16,0.06,,,,,,,,,,,
164,ftp,599,SF,0,1,12,0.05,,,,,,,,,,,
0,telnet,0,REJ,1,0.25,84,0.33,,,,,,,,,,,
289,http,2126,SF,0,1,255,1,,,,,,,,,,,
123,telnet,174,SF,0,1,255,1,,,,,,,,,,,
229,http,1075,SF,0,1,241,0.95,,,,,,,,,,,
0,netbios_dgm,0,REJ,0.05,0.08,19,0.07,,,,,,,,,,,
56504,http,1,RSTR,0,1,244,0.96,,,,,,,,,,,
0,private,0,S0,0.06,0,1,0,,,,,,,,,,,
28,pop_3,93,SF,0,1,183,0.72,,,,,,,,,,,
305,http,2731,SF,0,1,239,1,,,,,,,,,,,
0,imap4,0,S0,0,1,60,0.33,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
332,http,1274,SF,0,1,255,1,,,,,,,,,,,
0,daytime,0,RSTO,0.07,0,1,0,,,,,,,,,,,
195,http,8234,SF,0,1,255,1,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,11,0.04,,,,,,,,,,,
0,time,4,SF,0,1,2,1,,,,,,,,,,,
218,http,7384,SF,0,1,255,1,,,,,,,,,,,
247,http,30644,SF,0,1,255,1,,,,,,,,,,,
306,http,3313,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
289,http,1397,SF,0,1,251,1,,,,,,,,,,,
30,pop_3,217,SF,0,1,3,0.01,,,,,,,,,,,
195,http,1556,SF,0,1,255,1,,,,,,,,,,,
12,ftp_data,0,SF,0,1,4,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,private,0,S0,0.07,0.04,8,0.03,,,,,,,,,,,
0,sunrpc,0,REJ,0,1,51,0.18,,,,,,,,,,,
241,http,389,SF,0,1,255,1,,,,,,,,,,,
302,http,15264,SF,0,1,255,1,,,,,,,,,,,
46,domain_u,46,SF,0,1,255,1,,,,,,,,,,,
105,private,146,SF,0,1,254,1,,,,,,,,,,,
57964,http,0,RSTR,0,1,253,0.99,,,,,,,,,,,
0,uucp_path,0,REJ,0.07,0.02,4,0.02,,,,,,,,,,,
252,ftp_data,0,SF,0,1,38,0.33,,,,,,,,,,,
44,domain_u,132,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,186,0.73,,,,,,,,,,,
0,whois,0,REJ,0.08,0.08,8,0.03,,,,,,,,,,,
0,private,0,REJ,0.06,0.14,15,0.06,,,,,,,,,,,
316,http,5237,SF,0,1,255,1,,,,,,,,,,,
26,ftp,157,SF,0,1,89,0.47,,,,,,,,,,,
717,smtp,336,SF,0,1,139,0.47,,,,,,,,,,,
254,http,849,SF,0,1,251,1,,,,,,,,,,,
0,telnet,44,S3,0,1,120,0.47,,,,,,,,,,,
42,private,0,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,65,0.98,,,,,,,,,,,
53,private,50,SF,0,1,255,1,,,,,,,,,,,
349,http,1412,SF,0,1,254,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.06,7,0.03,,,,,,,,,,,
123,telnet,174,SF,0,1,95,0.37,,,,,,,,,,,
258,http,335,SF,0,1,107,1,,,,,,,,,,,
105,private,145,SF,0,1,254,1,,,,,,,,,,,
0,exec,0,RSTO,0.06,0.19,20,0.08,,,,,,,,,,,
12,ftp_data,0,SF,0,1,34,0.13,,,,,,,,,,,
344,http,367,SF,0,1,255,1,,,,,,,,,,,
2599,smtp,293,SF,0,1,247,0.97,,,,,,,,,,,
30,ecr_i,0,SF,0,1,4,1,,,,,,,,,,,
258,http,390,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,9,0.04,,,,,,,,,,,
0,telnet,15,SF,0,1,72,0.28,,,,,,,,,,,
0,link,0,REJ,0.07,0.04,5,0.02,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,2,1,,,,,,,,,,,
199,http,2324,SF,0,1,255,1,,,,,,,,,,,
125,telnet,174,SF,0,1,254,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.07,18,0.07,,,,,,,,,,,
54540,http,8314,SF,0,1,255,1,,,,,,,,,,,
305,http,525,SF,0,1,255,1,,,,,,,,,,,
322,http,1952,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,18,0.07,,,,,,,,,,,
48,private,0,SF,0,1,253,0.99,,,,,,,,,,,
225,http,2797,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.16,19,0.07,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,11,0.04,,,,,,,,,,,
45,domain_u,114,SF,0,1,251,0.98,,,,,,,,,,,
54540,http,8314,SF,0,1,229,0.9,,,,,,,,,,,
184,http,353,SF,0,1,255,1,,,,,,,,,,,
26,pop_3,93,SF,0,1,239,0.94,,,,,,,,,,,
287,http,1790,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,SF,0,1,205,0.8,,,,,,,,,,,
1458,smtp,332,SF,0,1,169,0.58,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,4,0.02,,,,,,,,,,,
0,http,0,REJ,0.06,0.01,3,0.01,,,,,,,,,,,
0,time,0,RSTO,0.07,0.06,6,0.02,,,,,,,,,,,
293,http,1965,SF,0,1,255,1,,,,,,,,,,,
344,http,7333,SF,0,1,255,1,,,,,,,,,,,
0,nntp,0,RSTO,0.07,0.02,6,0.02,,,,,,,,,,,
0,private,0,S0,0.05,0.09,14,0.05,,,,,,,,,,,
0,http,0,RSTR,0,1,1,0,,,,,,,,,,,
31,pop_3,93,SF,0,1,244,0.96,,,,,,,,,,,
44,domain_u,44,SF,0,1,255,1,,,,,,,,,,,
238,http,573,SF,0,1,255,1,,,,,,,,,,,
1,private,1,SF,0.69,0.01,1,0,,,,,,,,,,,
21464,http,0,RSTR,0,1,255,1,,,,,,,,,,,
232,http,2919,SF,0,1,255,1,,,,,,,,,,,
47,private,0,SF,0,1,254,1,,,,,,,,,,,
508,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
217,http,1811,SF,0,1,255,1,,,,,,,,,,,
222,http,2022,SF,0,1,255,1,,,,,,,,,,,
235,http,964,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
400,http,6968,SF,0,1,255,1,,,,,,,,,,,
0,other,0,REJ,0,1,15,0.13,,,,,,,,,,,
508,ecr_i,0,SF,0,1,182,0.71,,,,,,,,,,,
158,ftp,595,SF,0,1,36,0.14,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
0,pop_3,36,RSTO,1,0.5,49,0.25,,,,,,,,,,,
0,private,0,S0,0.07,0.03,7,0.03,,,,,,,,,,,
295,http,1159,SF,0,1,255,1,,,,,,,,,,,
221,http,396,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.07,0.04,10,0.04,,,,,,,,,,,
0,private,0,REJ,0.06,0.06,9,0.04,,,,,,,,,,,
320,http,2350,SF,0,1,255,1,,,,,,,,,,,
228,http,2239,SF,0,1,237,0.93,,,,,,,,,,,
1690,ftp_data,0,SF,0,1,39,0.15,,,,,,,,,,,
0,telnet,44,S3,0,1,54,0.21,,,,,,,,,,,
0,telnet,15,RSTO,0,1,58,0.23,,,,,,,,,,,
307,http,353,SF,0,1,255,1,,,,,,,,,,,
105,private,146,SF,0,1,254,1,,,,,,,,,,,
261,http,9308,SF,0,1,231,1,,,,,,,,,,,
0,telnet,15,RSTO,0.75,0.5,22,0.09,,,,,,,,,,,
56504,http,0,RSTR,0,1,243,0.95,,,,,,,,,,,
25,ftp,157,SF,0,1,9,0.31,,,,,,,,,,,
0,private,0,S0,0.18,0.09,3,0.01,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,151,0.59,,,,,,,,,,,
164,ftp,599,SF,0,1,40,0.41,,,,,,,,,,,
199,http,58294,SF,0,1,255,1,,,,,,,,,,,
0,telnet,15,SF,0.6,0.6,46,0.18,,,,,,,,,,,
196,http,4048,SF,0,1,255,1,,,,,,,,,,,
250,http,1141,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.03,5,0.02,,,,,,,,,,,
18,eco_i,0,SF,0,1,12,1,,,,,,,,,,,
0,ftp,0,RSTO,0.06,0.03,9,0.04,,,,,,,,,,,
54,private,54,SF,0,1,255,1,,,,,,,,,,,
157,ftp,595,SF,0,1,41,0.16,,,,,,,,,,,
0,http,0,S0,0,1,255,1,,,,,,,,,,,
57964,http,0,RSTR,0,1,253,0.99,,,,,,,,,,,
0,private,0,S0,0.07,0.01,2,0.01,,,,,,,,,,,
0,private,0,RSTR,0,1,1,0,,,,,,,,,,,
199,http,4971,SF,0,1,111,1,,,,,,,,,,,
190,http,537280,S1,0,1,255,1,,,,,,,,,,,
227,http,914,SF,0,1,255,1,,,,,,,,,,,
0,telnet,15,RSTO,0,1,199,0.78,,,,,,,,,,,
0,telnet,15,SF,0,1,91,0.36,,,,,,,,,,,
208,http,521,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.06,0.06,18,0.07,,,,,,,,,,,
293,http,4783,SF,0,1,255,1,,,,,,,,,,,
1,other,1,SF,0.82,0.01,1,0,,,,,,,,,,,
28,pop_3,93,SF,0,1,248,0.97,,,,,,,,,,,
54540,http,8314,SF,0,1,254,1,,,,,,,,,,,
30,pop_3,93,SF,1,0.5,217,0.85,,,,,,,,,,,
251,http,3221,SF,0,1,217,0.85,,,,,,,,,,,
0,klogin,0,S0,0.2,0.07,3,0.01,,,,,,,,,,,
154,ftp,591,SF,0,1,16,0.84,,,,,,,,,,,
120,telnet,174,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,uucp,0,RSTO,0.08,0.05,5,0.02,,,,,,,,,,,
0,imap4,0,REJ,0.06,0.03,8,0.03,,,,,,,,,,,
177,telnet,27162,SF,0,1,1,0,,,,,,,,,,,
53,private,54,SF,0,1,255,1,,,,,,,,,,,
192,http,13823,SF,0,1,255,1,,,,,,,,,,,
339,http,1401,SF,0,1,255,1,,,,,,,,,,,
326,http,3660,SF,0,1,255,1,,,,,,,,,,,
0,link,0,REJ,0.06,0.07,18,0.07,,,,,,,,,,,
4693,smtp,332,SF,0,1,198,0.86,,,,,,,,,,,
0,iso_tsap,0,REJ,0.06,0.07,19,0.07,,,,,,,,,,,
310,http,1957,SF,0,1,241,1,,,,,,,,,,,
320,http,4745,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0,1,245,0.96,,,,,,,,,,,
0,private,0,REJ,0.06,0.06,16,0.06,,,,,,,,,,,
0,telnet,0,S0,0,1,89,0.88,,,,,,,,,,,
123,telnet,178,RSTO,0,1,9,0.04,,,,,,,,,,,
261,http,23238,SF,0,1,255,1,,,,,,,,,,,
0,iso_tsap,0,REJ,0.06,0.06,15,0.06,,,,,,,,,,,
292,http,1486,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.09,0.06,9,0.04,,,,,,,,,,,
323,http,431,SF,0,1,255,1,,,,,,,,,,,
54,private,51,SF,0,1,255,1,,,,,,,,,,,
226,http,2084,SF,0,1,255,1,,,,,,,,,,,
212,http,255,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.1,0.01,1,0,,,,,,,,,,,
0,private,0,S0,0.06,0.07,20,0.08,,,,,,,,,,,
0,telnet,0,REJ,0.75,0.5,127,0.5,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
0,sunrpc,0,RSTO,0.06,0.06,16,0.06,,,,,,,,,,,
245,http,2130,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.06,14,0.05,,,,,,,,,,,
0,private,0,REJ,0.07,0.06,15,0.06,,,,,,,,,,,
28,private,0,SF,0,1,20,0.08,,,,,,,,,,,
0,ctf,0,REJ,0.07,0.07,17,0.07,,,,,,,,,,,
220,http,1418,SF,0,1,255,1,,,,,,,,,,,
302,http,5625,SF,0,1,255,1,,,,,,,,,,,
0,iso_tsap,0,REJ,0.06,0.08,19,0.07,,,,,,,,,,,
1,other,1,SF,1,0.03,1,0,,,,,,,,,,,
1,private,0,SF,0.5,0.08,1,0,,,,,,,,,,,
0,private,0,S0,0.07,0.05,12,0.05,,,,,,,,,,,
53,private,0,SF,0,1,254,1,,,,,,,,,,,
43,private,0,SF,0,1,254,1,,,,,,,,,,,
44,domain_u,44,SF,0,1,251,0.98,,,,,,,,,,,
156,http,513,SF,0,1,245,1,,,,,,,,,,,
10,finger,285,SF,0,1,6,0.06,,,,,,,,,,,
310,http,3222,SF,0,1,249,0.98,,,,,,,,,,,
222,http,1467,SF,0,1,255,1,,,,,,,,,,,
32,pop_3,93,SF,0,1,132,0.87,,,,,,,,,,,
28,pop_3,93,SF,0,1,244,0.96,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,233,0.91,,,,,,,,,,,
0,private,0,REJ,0.06,0.03,8,0.03,,,,,,,,,,,
283618,ftp_data,0,SF,0,1,31,1,,,,,,,,,,,
25,ftp,157,SF,0,1,12,0.36,,,,,,,,,,,
0,ftp_data,0,REJ,0.08,0.24,52,0.2,,,,,,,,,,,
0,netbios_dgm,0,S0,0.06,0.09,12,0.05,,,,,,,,,,,
312,http,4108,SF,0,1,231,1,,,,,,,,,,,
0,imap4,44,RSTO,1,0.5,8,0.03,,,,,,,,,,,
42,domain_u,42,SF,0,1,196,1,,,,,,,,,,,
294,http,2440,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.05,0.12,16,0.06,,,,,,,,,,,
0,nnsp,0,S0,0.19,0.03,1,0,,,,,,,,,,,
0,telnet,44,SF,0,1,184,0.72,,,,,,,,,,,
259,http,6391,SF,0,1,255,1,,,,,,,,,,,
54,private,53,SF,0,1,255,1,,,,,,,,,,,
213,http,1767,SF,0,1,255,1,,,,,,,,,,,
158,ftp,597,SF,1,0.5,13,0.05,,,,,,,,,,,
2599,smtp,293,SF,0,1,71,0.28,,,,,,,,,,,
0,private,0,REJ,0.07,0,1,0,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
282,http,7101,SF,0,1,255,1,,,,,,,,,,,
520,ecr_i,0,SF,0,1,168,1,,,,,,,,,,,
54540,http,8314,SF,0,1,255,1,,,,,,,,,,,
868,ftp_data,0,SF,0,1,24,0.14,,,,,,,,,,,
0,http,0,S0,0,1,253,0.99,,,,,,,,,,,
0,link,0,REJ,0.06,0.05,14,0.05,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,18,0.07,,,,,,,,,,,
0,echo,0,S0,0.07,0.04,9,0.04,,,,,,,,,,,
322,http,3599,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.09,0.01,2,0.01,,,,,,,,,,,
0,telnet,0,RSTO,0.08,0.22,57,0.22,,,,,,,,,,,
298,http,2827,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.07,0.18,20,0.08,,,,,,,,,,,
259,ftp_data,0,SF,0,1,48,0.29,,,,,,,,,,,
0,private,0,REJ,0.06,0.02,5,0.02,,,,,,,,,,,
72564,http,0,RSTR,0,1,231,0.91,,,,,,,,,,,
247,http,13425,SF,0,1,255,1,,,,,,,,,,,
192,http,3271,SF,0,1,255,1,,,,,,,,,,,
0,other,0,S0,1,0,1,0,,,,,,,,,,,
0,http,0,REJ,0.06,0.03,6,0.02,,,,,,,,,,,
0,private,0,S0,0.07,0,1,0,,,,,,,,,,,
319,http,1211,SF,0,1,255,1,,,,,,,,,,,
230,http,2001,SF,0,1,255,1,,,,,,,,,,,
46,private,43,SF,0,1,255,1,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
2599,smtp,293,SF,0,1,108,0.42,,,,,,,,,,,
307,http,263,SF,0,1,255,1,,,,,,,,,,,
0,http,0,S0,0.08,0.06,10,0.04,,,,,,,,,,,
42,domain_u,138,SF,0.01,0.99,254,1,,,,,,,,,,,
316,http,23273,SF,0,1,255,1,,,,,,,,,,,
46,domain_u,125,SF,0,1,255,1,,,,,,,,,,,
0,csnet_ns,0,S0,0.06,0.07,18,0.07,,,,,,,,,,,
520,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
221,http,1141,SF,0,1,255,1,,,,,,,,,,,
0,imap4,0,S0,0,1,86,0.34,,,,,,,,,,,
295,http,1813,SF,0,1,190,1,,,,,,,,,,,
213,http,1478,SF,0,1,255,1,,,,,,,,,,,
225,http,673,SF,0,1,255,1,,,,,,,,,,,
0,name,0,REJ,0.07,0.01,3,0.01,,,,,,,,,,,
151,ftp,552,S1,0,1,57,0.22,,,,,,,,,,,
0,bgp,0,REJ,0.06,0.03,9,0.04,,,,,,,,,,,
2599,smtp,293,SF,0,1,194,0.76,,,,,,,,,,,
46,private,43,SF,0,1,255,1,,,,,,,,,,,
207,http,2628,SF,0,1,255,1,,,,,,,,,,,
259,http,336,SF,0,1,255,1,,,,,,,,,,,
126,telnet,188,RSTO,0,1,254,1,,,,,,,,,,,
62344,http,0,RSTR,0,1,253,0.99,,,,,,,,,,,
315,http,380,SF,0,1,255,1,,,,,,,,,,,
105,private,146,SF,0,1,254,1,,,,,,,,,,,
252,http,14518,SF,0,1,255,1,,,,,,,,,,,
802,smtp,372,SF,0,1,182,0.86,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
105,private,147,SF,0,1,255,1,,,,,,,,,,,
508,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
45,private,0,SF,0,1,255,1,,,,,,,,,,,
30,pop_3,93,SF,0,1,217,0.85,,,,,,,,,,,
105,private,145,SF,0,1,253,0.99,,,,,,,,,,,
0,private,0,S0,0.06,0.05,14,0.05,,,,,,,,,,,
166,http,171,SF,0,1,255,1,,,,,,,,,,,
0,imap4,0,REJ,1,0.5,65,0.25,,,,,,,,,,,
0,private,0,S0,0.08,0,1,0,,,,,,,,,,,
124,telnet,174,SF,0,1,249,0.98,,,,,,,,,,,
1668,smtp,335,SF,0,1,77,0.91,,,,,,,,,,,
26,pop_3,93,SF,0,1,155,0.89,,,,,,,,,,,
298,http,11515,SF,0,1,255,1,,,,,,,,,,,
223,ftp,766,SF,0,1,4,0.27,,,,,,,,,,,
8,eco_i,0,SF,0,1,7,1,,,,,,,,,,,
1,other,1,SF,1,0,1,0,,,,,,,,,,,
317,http,7525,SF,0,1,255,1,,,,,,,,,,,
52,private,50,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
2829,smtp,340,SF,0,1,24,0.09,,,,,,,,,,,
0,echo,0,RSTO,0.07,0.05,13,0.05,,,,,,,,,,,
1455,smtp,332,SF,0,1,158,0.63,,,,,,,,,,,
0,printer,0,S0,0.05,0.09,12,0.05,,,,,,,,,,,
218,http,2892,SF,0,1,255,1,,,,,,,,,,,
44,domain_u,74,SF,0,1,255,1,,,,,,,,,,,
294,http,291,SF,0,1,255,1,,,,,,,,,,,
276,http,1920,SF,0,1,245,1,,,,,,,,,,,
45,domain_u,45,SF,0,1,255,1,,,,,,,,,,,
372,http,361,SF,0,1,255,1,,,,,,,,,,,
198,telnet,1608,SF,0,1,3,0.1,,,,,,,,,,,
278,http,397,SF,0,1,255,1,,,,,,,,,,,
162,ftp,599,SF,0,1,31,0.12,,,,,,,,,,,
335,http,36442,SF,0,1,241,1,,,,,,,,,,,
1,telnet,15,S3,0,1,37,0.15,,,,,,,,,,,
12,ftp_data,0,SF,0,1,15,1,,,,,,,,,,,
237,http,675,SF,0,1,255,1,,,,,,,,,,,
34,domain_u,0,SF,0,1,9,0.06,,,,,,,,,,,
226,http,255,SF,0,1,255,1,,,,,,,,,,,
56504,http,0,RSTR,0,1,242,0.95,,,,,,,,,,,
0,uucp,0,RSTO,0.05,0.08,11,0.04,,,,,,,,,,,
0,mtp,0,REJ,0.06,0.07,18,0.07,,,,,,,,,,,
174,http,4617,SF,0,1,255,1,,,,,,,,,,,
204,http,2828,SF,0,1,255,1,,,,,,,,,,,
1,private,0,SF,0.76,0.25,20,0.08,,,,,,,,,,,
207,http,897,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,SF,0,1,193,0.76,,,,,,,,,,,
234,http,3581,SF,0,1,255,1,,,,,,,,,,,
2599,smtp,293,SF,0,1,155,0.61,,,,,,,,,,,
323,http,1587,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.05,13,0.05,,,,,,,,,,,
0,private,0,S0,0.06,0.02,6,0.02,,,,,,,,,,,
0,uucp_path,0,REJ,0.06,0.07,15,0.06,,,,,,,,,,,
0,ftp,152,S3,0,1,39,0.24,,,,,,,,,,,
124,smtp,239,SF,0,1,172,0.57,,,,,,,,,,,
0,pop_3,36,RSTO,1,0.33,60,0.25,,,,,,,,,,,
42,domain_u,129,SF,0.02,0.99,254,1,,,,,,,,,,,
318,http,1265,SF,0,1,255,1,,,,,,,,,,,
227,http,9859,SF,0,1,255,1,,,,,,,,,,,
44,domain_u,129,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.08,0.02,3,0.01,,,,,,,,,,,
0,other,0,S0,1,0,1,0,,,,,,,,,,,
0,smtp,83,SF,0,1,192,0.76,,,,,,,,,,,
1699,ftp_data,0,SF,0,1,35,0.15,,,,,,,,,,,
0,imap4,44,RSTO,0,1,60,0.26,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,23,0.09,,,,,,,,,,,
0,other,0,REJ,1,0,1,0,,,,,,,,,,,
1008,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
28,pop_3,93,SF,0,1,241,0.95,,,,,,,,,,,
0,ftp_data,0,S0,0.06,0.24,63,0.25,,,,,,,,,,,
0,daytime,0,S0,0.06,0.04,12,0.05,,,,,,,,,,,
0,private,0,REJ,0.06,0.14,18,0.07,,,,,,,,,,,
53,private,56,SF,0,1,255,1,,,,,,,,,,,
1,private,0,SF,0.65,0.19,10,0.04,,,,,,,,,,,
2599,smtp,293,SF,0,1,229,0.9,,,,,,,,,,,
224,http,285,SF,0,1,255,1,,,,,,,,,,,
0,telnet,44,S3,0,1,143,0.56,,,,,,,,,,,
105,private,145,SF,0,1,255,1,,,,,,,,,,,
220,http,616,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.19,20,0.08,,,,,,,,,,,
235,http,1388,SF,0,1,251,1,,,,,,,,,,,
0,mtp,0,REJ,0.06,0.03,8,0.03,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
0,telnet,15,SF,0,1,49,0.19,,,,,,,,,,,
243,http,4322,SF,0,1,255,1,,,,,,,,,,,
221,http,275,SF,0,1,255,1,,,,,,,,,,,
192,http,307,SF,0,1,255,1,,,,,,,,,,,
189,http,33179,SF,0,1,255,1,,,,,,,,,,,
211,telnet,1579,SF,0,1,1,0,,,,,,,,,,,
0,telnet,44,S3,0,1,126,0.49,,,,,,,,,,,
0,private,0,REJ,0.06,0.14,20,0.08,,,,,,,,,,,
0,private,0,REJ,0.08,0.04,4,0.02,,,,,,,,,,,
257,http,309,SF,0,1,255,1,,,,,,,,,,,
2599,smtp,261,SF,0,1,247,0.97,,,,,,,,,,,
0,ftp_data,0,S0,0.11,0.06,57,0.22,,,,,,,,,,,
305,http,33229,SF,0,1,255,1,,,,,,,,,,,
330,http,1608,SF,0,1,255,1,,,,,,,,,,,
47,private,0,SF,0,1,253,0.99,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.12,12,0.05,,,,,,,,,,,
53,private,55,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,1,0.01,1,0.01,,,,,,,,,,,
207,http,3414,SF,0,1,255,1,,,,,,,,,,,
317,http,9630,SF,0,1,255,1,,,,,,,,,,,
105,private,147,SF,0,1,254,1,,,,,,,,,,,
223,http,487,SF,0,1,255,1,,,,,,,,,,,
207,http,1341,SF,0,1,255,1,,,,,,,,,,,
1036,smtp,431,SF,0,1,17,0.07,,,,,,,,,,,
122,telnet,174,SF,0,1,38,0.15,,,,,,,,,,,
249,http,2631,SF,0,1,255,1,,,,,,,,,,,
54540,http,8314,SF,0,1,254,1,,,,,,,,,,,
297,http,1736,SF,0,1,243,1,,,,,,,,,,,
0,efs,0,REJ,0.06,0.07,8,0.03,,,,,,,,,,,
508,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.04,9,0.04,,,,,,,,,,,
53,private,51,SF,0,1,255,1,,,,,,,,,,,
0,finger,0,RSTO,0.06,0.07,20,0.08,,,,,,,,,,,
44,domain_u,44,SF,0,1,204,0.8,,,,,,,,,,,
0,telnet,0,S0,0,1,255,1,,,,,,,,,,,
0,imap4,44,RSTO,1,0.33,46,0.18,,,,,,,,,,,
0,private,0,REJ,1,0,1,0,,,,,,,,,,,
0,whois,0,REJ,0.08,0.01,1,0,,,,,,,,,,,
227,http,13889,SF,0,1,255,1,,,,,,,,,,,
299,http,1258,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
508,ecr_i,0,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.06,16,0.06,,,,,,,,,,,
1,telnet,15,S3,0,1,41,0.16,,,,,,,,,,,
48,ntp_u,48,SF,0,1,48,0.19,,,,,,,,,,,
46,domain_u,46,SF,0,1,249,0.98,,,,,,,,,,,
285,http,2251,SF,0,1,255,1,,,,,,,,,,,
285,http,1367,SF,0,1,255,1,,,,,,,,,,,
53,private,50,SF,0,1,255,1,,,,,,,,,,,
0,private,0,REJ,0.06,0.08,11,0.04,,,,,,,,,,,
280,http,3157,SF,0,1,255,1,,,,,,,,,,,
0,private,0,S0,0.06,0.08,11,0.04,,,,,,,,,,,
0,private,0,REJ,0.07,0.04,9,0.04,,,,,,,,,,,
201,http,1856,SF,0,1,255,1,,,,,,,,,,,
1032,ecr_i,0,SF,0,1,46,0.18,,,,,,,,,,,
31,pop_3,93,SF,0,1,169,0.9,,,,,,,,,,,
0,telnet,44,SF,0,1,235,0.92,,,,,,,,,,,
0,private,0,REJ,0.07,0.09,10,0.04,,,,,,,,,,,
